track_name,track_id,track_popularity,playlist_id,playlist_genre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,track_artist,language,emotion
The Only Way Out,4DVQN1iS7BCgwy2typKIFx,39,0pItJZBDZFvgAOdFnSITnJ,r&b,0.499,0.337,2,-8.896,1,0.0428,0.743,0,0.12,0.375,84.567,Andra Day,en,
I Go To Work (Re-Recorded / Remastered),4DwBET0wLmDK0BkzsDuPWN,17,4sji14lrB5bgcr51lPALYH,r&b,0.809,0.989,2,-6.243,1,0.0819,0.00625,4.72E-05,0.0513,0.772,126.047,Kool Moe Dee,en,
Power,4DxaBl7XTThDb9zRZjIWOB,42,68y3WoFJMMKDHUIpqCnoM3,rap,0.441,0.854,4,-5.509,0,0.486,0.00274,0,0.175,0.597,81.309,Rapsody,en,
Keep On Lovin',4DXjfzDxkhD5eYGk03LoA6,63,54XvQQsViMBwjO1ws2o2wx,edm,0.601,0.726,1,-4.827,1,0.0804,0.0053,0,0.0638,0.256,124.078,Cat Dealers,en,
In The Cut,4dY3ZMq5PSGT2Q7zgrpTmm,9,37i9dQZF1DX2VvACCrgjrt,edm,0.807,0.923,2,-4.206,1,0.0617,0.00226,0.867,0.0486,0.423,128.016,Good Times Ahead,en,
Rump Shaker,4dY4JVC0Q9CwpeZ6JAclIc,53,0dmInkymNnOTWvEFamSNzb,r&b,0.888,0.822,5,-6.843,0,0.219,0.0025,0.0197,0.303,0.233,102.753,Wreckx-N-Effect,en,
After Midnight,4dYLOPfFc3mAErEJwr2Oo2,21,29dTrOurPDrMcrnio2q6hZ,rock,0.619,0.619,0,-13.185,1,0.0342,0.2,0,0.179,0.949,126.941,Eric Clapton,en,
Unstoppable - Vinai Remix,4dzGb1o0RHNzE3omFM6PE1,0,5BqOZpVEqRDfZScvW1QUyA,edm,0.639,0.984,9,-1.793,1,0.086,0.00178,8.55E-04,0.163,0.189,128.024,R3HAB,en,
Lottery (Renegade),4dZTZbmJBCCofAExHwefda,79,2Z5cPJ6Z4EVZAfF08amjvL,pop,0.915,0.556,1,-8.601,1,0.216,0.0145,1.79E-04,0.0733,0.67,148.964,K CAMP,en,
Lo Malo,4e0sAwSNPxK9Zn3vnZoZ11,1,37i9dQZF1DWVOLXBOylBUZ,latin,0.505,0.516,4,-6.807,0,0.183,0.209,4.52E-05,0.298,0.64,91.918,Sech,es,
Days of Thunder,4E0SwMbCpOG8KvPQzsw1o8,1,4hKPJNFIhdAg4pAksn78FJ,pop,0.47,0.834,0,-9.156,0,0.0368,6.54E-05,9.50E-04,0.372,0.184,162.91,The Midnight,en,
Find You,4e1V6XqJ0GbagtTaI6ytUS,2,5EgzhnSirHRvu1AqlFLllv,edm,0.532,0.792,3,-4.572,1,0.0394,0.027,1.72E-06,0.101,0.38,127.989,Zedd,en,
XO TOUR Llif3,4e3S4W8SmflgP8jwK2ceTZ,59,5nQrMpkyWmxPX0gk74htMk,rock,0.534,0.94,7,-3.969,1,0.0538,5.19E-04,0,0.104,0.339,154.956,Fame on Fire,en,
Meant to Be (feat. Florida Georgia Line),4e4fqjx0Izh4svvTef1z7e,71,6o6MNYZqHSkMAKcCHPNu7K,pop,0.642,0.772,10,-6.61,1,0.0848,0.0476,0,0.0646,0.589,153.995,Bebe Rexha,en,
Poppin' Them Thangs,4E5IFAXCob6QqZaJMTw5YN,67,6m0BqpJfSP2m5xCOFjDRHw,rap,0.769,0.818,6,-1.385,0,0.192,0.263,0,0.0787,0.918,88.017,G-Unit,en,
Vibe,4E5iR7RrC5yI6xA7zIEWlY,0,7ozFIvz1bE1HPgQTUl5qfT,r&b,0.544,0.626,2,-9.544,0,0.334,0.311,0,0.106,0.399,79.101,Mick Jenkins,en,
Replay,4E5P1XyAFtrjpiIxkydly4,74,3hR2R6szlkwZeGyclTgHcF,latin,0.706,0.751,9,-6.323,1,0.0708,0.173,0,0.168,0.195,91.031,Iyaz,en,
Love Song,4E6cwWJWZw2zWf7VFbH7wf,75,0jilq2XZP9F2fwzp2k6iXK,rock,0.583,0.786,2,-3.142,0,0.0301,0.0208,0,0.188,0.573,123.052,Sara Bareilles,en,
Kanax in Tokyo (feat. Farid Bang),4E6KKBjrsR5lu4mHPCVPfs,42,1qXg9ck25tBRxeXsj8mbDG,rap,0.598,0.826,10,-5.641,0,0.328,0.0897,0,0.287,0.423,91.709,KC Rebell,de,
Payaso de rodeo,4e6YIJBmRfCEdzPyhG0RiH,13,0SqaMfNsngZCpPw0UuelA7,latin,0.683,0.838,2,-9.433,1,0.0358,0.0355,0.00157,0.0627,0.874,115.879,Caballo Dorado,es,
The Man,4e6ZN0EcEqYx74BTC5xQzy,60,1kEczIkZH8IgaWT2BiApxZ,pop,0.533,0.755,11,-7.25,0,0.0419,0.0332,0,0.233,0.472,86.034,Aloe Blacc,en,
Love Me Less (feat. Quinn XCII) - Ookay Remix,4E7DVqv5jomWyJJB2MdONv,46,37i9dQZF1DX1OIMC8iDi74,rap,0.717,0.876,11,-6.463,0,0.132,0.00253,1.50E-04,0.439,0.669,144.919,MAX,en,
The Only Difference Between Martyrdom and Suicide Is Press Coverage,4E89wfYbGzoNolObrFhoG4,51,0jilq2XZP9F2fwzp2k6iXK,rock,0.501,0.941,6,-3.487,0,0.199,0.0533,0,0.358,0.69,170.062,Panic! At The Disco,en,
Blessings,4E92bmgFiHxvy2SNjXjC3b,2,1Z1gW89x4MSBjkvVjGg7DQ,rap,0.775,0.621,1,-7.634,1,0.295,0.332,0,0.122,0.15,118.843,Big Sean,en,
Aerials,4e9eGQYsOiBcftrWXwsVco,74,0EmGNFBBgqLmvdQGPbgiMp,rock,0.364,0.922,0,-4.217,0,0.0566,9.18E-04,0.035,0.0696,0.227,79.342,System Of A Down,en,
The Spirit Of Radio,4e9hUiLsN4mx61ARosFi7p,67,37i9dQZF1DXdOEFt9ZX0dh,rock,0.365,0.924,4,-7.066,1,0.0488,0.0144,2.54E-04,0.423,0.632,135.811,Rush,en,
Paris,4EaO2XR7gWaHq8DW7nu1iY,53,2QiMewRbSavfZ9MSAYz2h6,pop,0.472,0.881,2,-5.252,1,0.0524,0.0876,0,0.0698,0.502,178.858,Magic Man,en,
Don't Mess With My Man,4Eap0FiMiGB2gqjk1D4cXo,3,2Ey63yNQeC9Yto7JwX9BGJ,r&b,0.906,0.647,6,-5.197,0,0.11,0.104,1.31E-04,0.0752,0.848,106.031,Lucy Pearl,en,
Everyday,4EAV2cKiqKP5UPZmY6dejk,77,44p8nNLe4fGfUeArS3MaIX,pop,0.667,0.741,1,-4.099,1,0.0378,0.0425,0,0.0761,0.422,149.908,Logic,en,
Fake It,4eAwB5pnKFTmsgc3zWoYO0,73,4TG1lzMD9HFvZ9E1Bk6Gnu,rock,0.611,0.95,8,-3.509,1,0.0518,0.00141,1.59E-06,0.0543,0.607,132.078,Seether,en,
MustBeARealDragWakingUpAndBeingYou,4eaXSrScP9VdnF4G0KaeDh,48,4sGnz2x5tbHE2YlW1nemfb,rap,0.608,0.404,11,-11.028,1,0.445,0.773,0.0128,0.708,0.398,127.263,BONES,en,
Holding Space,4EBEYyRQ95GSqKXNbQnPP7,34,5vIdb67lQcdFwoVkE4UMep,pop,0.87,0.38,4,-10.061,0,0.0511,0.0912,0.00266,0.173,0.73,120.038,Luke Adamson,en,
Bag Lady,4eboQESZB6YGrnsEgYo6eU,2,2Ey63yNQeC9Yto7JwX9BGJ,r&b,0.744,0.415,5,-8.987,0,0.106,0.35,0,0.0891,0.576,75.571,Erykah Badu,en,
Merry Christmas Baby - Remastered 2006,4eCE7kaSrhsyTNkiZw2KKY,38,6FZYc2BvF7tColxO8PBShV,r&b,0.609,0.416,10,-9.654,1,0.0581,0.783,2.36E-05,0.374,0.545,98.033,Lou Rawls,en,
The Kids Aren't Alright,4EchqUKQ3qAQuRNKmeIpnf,76,6CgjYkPIWTxJi8RtPcki02,rock,0.523,0.943,1,-4.203,1,0.0337,0.00704,3.81E-05,0.0579,0.766,99.607,The Offspring,en,
Separate Ways (Worlds Apart),4ECNtOnqzxutZkXP4TE3n3,67,6jAPdgY9XmxC9cgkXAVmVv,pop,0.451,0.962,0,-3.947,1,0.0734,0.0188,3.17E-06,0.277,0.377,131.435,Journey,en,
WINTER FLOWER(Feat.RM),4Eefey3uN90Abhbr47zKmC,74,37i9dQZF1DWUxHPh2rEiHr,latin,0.575,0.793,0,-3.669,1,0.0639,0.134,0,0.123,0.262,95.845,Younha,en,
Hollywood's Bleeding,4eex3lCsrRlUgwue8C3R0O,51,0NCspsyf0OS4BsPgGhkQXM,rap,0.373,0.813,4,-3.831,0,0.0952,0.0492,0,0.163,0.207,160.048,Egzod,en,
The Only One - Remix,4efrXQJaksEgulEO1gicbI,3,2wP2UAYC4Nqb6oUXkMJlAz,r&b,0.56,0.677,5,-4.28,1,0.0377,0.0971,2.71E-06,0.0573,0.749,173.991,Antonio Neal,en,
Show Me Love (feat. 21 Savage & Miguel),4eFvubnLRBu8vMPZqu5eC9,68,4I6rTSxqKl1LRvES2O9owQ,r&b,0.643,0.751,5,-5.215,0,0.116,0.269,0,0.0507,0.735,129.143,Alicia Keys,en,
Don't Do Me Like That,4egaPLMx5eZuXyOzf8R5Dw,0,29dTrOurPDrMcrnio2q6hZ,rock,0.764,0.673,0,-7.877,1,0.0265,0.142,3.07E-05,0.0958,0.963,116.1,Tom Petty and the Heartbreakers,en,
So Fresh,4Egu7kAjEmygXrtX2n7AIV,65,6ltss0ThreZ3uIMn5mr4Tm,rap,0.812,0.681,11,-6.869,0,0.177,0.0978,1.07E-06,0.126,0.451,96.516,Paulo Londra,es,
W18,4egymkz3Sz1R4kPVAaW5on,36,42jbIN5Zj0UUPdtmqxQRKF,edm,0.724,0.762,1,-7.18,1,0.0582,0.00164,0.00121,0.281,0.531,125.003,Cassius,en,
Like That (feat. Gucci Mane),4EivmOT13NMpNSfTKn9p4s,73,37i9dQZF1DWTDafB3skWPN,r&b,0.879,0.499,4,-6.027,0,0.18,0.24,0,0.0967,0.405,106.043,Doja Cat,en,
Beauty & Essex (feat. Daniel Caesar & Unknown Mortal Orchestra),4ej94zqr9xYLbWphCH3TcD,60,4Pbs84EQbuAblxlp6Chz0d,r&b,0.552,0.741,11,-5.419,0,0.0542,0.284,8.20E-05,0.334,0.718,69.709,Free Nationals,en,
Dancer - Remastered 2011,4ejjjAuVya6bapdTjZE9Lx,36,3E88dLx4fgFYY70gdGzdnB,rock,0.74,0.476,9,-6.112,1,0.0344,0.045,1.01E-05,0.0494,0.511,100.09,Queen,en,
Fuck Them (feat. Tekashi69),4eJpEQTj4jLQNYtuZ8X1mR,36,1Sc7bobknESH7SXQcnmoX5,r&b,0.766,0.866,1,-3.425,1,0.35,0.242,0,0.104,0.351,143.479,Moe Dollaz,en,
What Will I Do,4eJsGX9rhsU33HVz0hXGLS,25,2nRWtTI9a2LWjJ9Wy3JZs5,pop,0.609,0.738,0,-6.624,0,0.0518,0.00481,8.34E-06,0.292,0.928,126.234,Timmy T,en,
Show U Off (feat. Lil Uzi Vert),4Ek8WLusFsNHd3c4tRwBtm,53,7kzKtw5vug3IIxKfLadi8A,rap,0.639,0.559,1,-6.844,0,0.0513,0.0781,0,0.136,0.103,77.616,Lud Foe,en,
On Top Of The World,4eLSCSELtKxZwXnFbNLXT5,19,2UsEj2GUukV0GLbsE3rldz,pop,0.507,0.923,0,-5.581,1,0.173,0.0818,4.63E-06,0.0951,0.768,99.252,Imagine Dragons,en,
La Flaca - Acousique,4ElX0PX2miGsMVsDJS2qqb,27,5NTm3injIRkUMROsZr3C2O,latin,0.611,0.231,7,-9.48,1,0.0377,0.794,0,0.938,0.165,99.567,Jarabe De Palo,es,
"Why You Get Funky On Me - From ""House Party"" Soundtrack",4EmdSvY5pvzu9COEtPOiR0,35,3krpccUV68nBGAQbvHEZDC,r&b,0.721,0.62,0,-10.766,1,0.0662,0.042,0.00113,0.0407,0.699,109.952,Today,en,
Just The Way,4eMGevfobDTaWfr3TLbkFm,37,2Ey63yNQeC9Yto7JwX9BGJ,r&b,0.779,0.477,8,-8.751,0,0.115,0.0635,0,0.157,0.546,88.987,Alfonzo Hunter,en,
Add the Bassline,4EmrbKpQotKGCH0IWCnAOP,13,07SNJ4MwYba9wwmzrbjmYi,r&b,0.753,0.352,8,-9.566,0,0.173,0.182,1.02E-04,0.12,0.53,89.968,Jordan Rakei,en,
Evidencia,4EnBmpGjcTOG5FEZa6rz83,61,37i9dQZF1DX4OjfOteYnH8,rap,0.826,0.776,10,-3.442,1,0.0566,0.0853,3.18E-04,0.0806,0.618,93.05,Baby Rasta & Gringo,es,
Matador,4eNR2akrNSKuDAJSJ8qLor,46,0jilq2XZP9F2fwzp2k6iXK,rock,0.573,0.921,7,-3.23,1,0.051,0.00404,4.01E-05,0.075,0.604,159.611,Mickey 3d,fr,
Purple Pills,4EOpol0K5u620R2OLfoJ1B,7,0t9TeyXE2mWe70JT3YwSoH,rap,0.774,0.634,1,-5.941,1,0.167,0.0199,2.98E-05,0.29,0.752,125.223,D12,en,
Blackout,4EouOqmuTn64vk1CGhKL4G,46,1T0ed6Mg0QIruHvcoWWIKy,edm,0.618,0.919,5,-4.389,0,0.307,0.0589,1.33E-04,0.114,0.108,130.048,Blasterjaxx,en,
Two Princes,4ePP9So5xRzspjLFVVbj90,70,0jilq2XZP9F2fwzp2k6iXK,rock,0.543,0.912,7,-10.71,1,0.0601,0.00162,2.10E-06,0.0565,0.836,103.731,Spin Doctors,en,
Sunflower,4EpZ4eYuZOwPSSwyqpdHnJ,79,1E5VdGGWkpDQ682gdvJAZH,pop,0.384,0.765,6,-4.463,1,0.0579,0.646,0.00352,0.522,0.567,129.903,Rex Orange County,en,
Till It Happens To You,4Eq60oypgAxlX6Kp7MFQl6,48,4F3xAxHxeBwXhK6k6GPnrW,r&b,0.659,0.226,1,-11.787,0,0.0517,0.789,1.13E-04,0.0858,0.0705,119.687,Corinne Bailey Rae,en,
Confessions of a Dangerous Mind,4EQSeRRJmk3h3HQ5KlkzVy,12,37i9dQZF1DWTIuAboZgTMf,rap,0.806,0.756,7,-4.093,0,0.208,0.385,0,0.11,0.637,141.97,Logic,en,
Make It Rain,4erEEDn3ePjsUycruIf6My,21,1YgWQAs1s77NzieIH4ARKn,pop,0.47,0.958,8,-0.773,1,0.0685,0.0143,0,0.138,0.557,160.015,The Audition,en,
Be Someone,4esEsg9IxiTAGMBQLe9XOu,66,4SdfG4cPG3skmTiQLozZGh,pop,0.672,0.788,10,-8.393,0,0.0398,0.123,0.367,0.0829,0.357,121.99,CamelPhat,en,
10K,4ESkG5iVSKtUANJK0NPz1w,57,37i9dQZF1DWWr5uieiPUVM,rap,0.824,0.427,9,-8.314,0,0.182,0.387,0,0.0915,0.566,148.008,Raffa Moreira,pt,
Girl On Fire,4esOae7i4rqTbAu9o5Pxco,75,4QAzO1Z92yqqD6Mf3mOANu,pop,0.482,0.706,9,-5.762,1,0.0609,0.135,0.00106,0.105,0.144,92.494,Alicia Keys,en,
Sad (feat. Afrojack),4ESPuOrSsRcBISzcMlzmY5,75,37i9dQZF1DX6pH08wMhkaI,pop,0.717,0.716,3,-5.485,0,0.0432,0.0421,4.67E-04,0.0699,0.206,125.064,Chico Rose,en,
Bossanova,4ESyocZUQ3fOlCbNP6n17i,70,37i9dQZF1DWY6tYEFs22tT,rap,0.717,0.493,5,-7.146,0,0.266,0.00578,0,0.156,0.258,139.833,Lil Tecca,en,
"Down Like That (feat. Rick Ross, Lil Baby & S-X)",4etKC4ngPKsQDHUMnYgV3A,79,37i9dQZF1DX0sDai2F5jCQ,rap,0.591,0.8,1,-4.956,1,0.286,0.353,0,0.247,0.596,139.473,KSI,en,
Sola,4etqoFocnO9gSKtqtQbwXh,62,37i9dQZF1DWZ1FUX6sM67g,latin,0.674,0.684,1,-5.042,0,0.0681,0.383,0,0.355,0.772,179.981,Raymix,es,
Mr. Romantic,4ETrFf4SEWUyvQRtnB2ibm,47,37i9dQZF1DWYBUdckfg1va,latin,0.727,0.932,8,-5.117,0,0.0452,0.0689,6.02E-06,0.153,0.896,92.016,Mike Stanley,es,
Overexposed,4eucKRPayKSzwxaOOGfhye,32,2QiMewRbSavfZ9MSAYz2h6,pop,0.619,0.835,0,-6.192,1,0.04,0.00101,1.08E-06,0.318,0.37,100.5,Matt and Kim,en,
Never Knew Love Like This Before,4EUlszQIxlPwiHJ6e6j6Gy,62,0zn8nuASKC0PISqD9mxCSV,r&b,0.739,0.566,11,-13.534,1,0.0335,0.384,3.10E-06,0.0735,0.739,114.045,Stephanie Mills,en,
Chasing Time - Radio Edit,4eUMbFJ6l8UogwBENovA4v,45,5BqOZpVEqRDfZScvW1QUyA,edm,0.497,0.818,8,-2.859,1,0.12,0.373,0,0.0636,0.481,127.929,Vicetone,en,
Beautiful People (feat. Khalid),4evmHXcjt3bTUHD1cvny97,89,46Cl6dmeiylK6TRGXr7hHe,pop,0.64,0.648,5,-8.113,0,0.187,0.124,0,0.0802,0.548,92.977,Ed Sheeran,en,
Crawl,4Ew97RRUndYLVMHvgJxIaU,25,5jROYSZSL7cO0jGAqkPx7C,pop,0.516,0.56,1,-6.955,1,0.0388,0.097,0.00963,0.0889,0.841,163.963,TENDER,en,
Mit Dem Kopf Durch Die Wand,4eWjRezM47ITKWpB5r2jVv,0,5GA8GDo7RQC3JEanT81B3g,rap,0.571,0.616,11,-6.032,0,0.36,0.165,0,0.541,0.668,86.801,187 Strassenbande,de,
Double Vision - 2008 Remaster,4ewmSyDLQ8Bl3Y6nRQsL7Q,23,76lrxCrKrGDkDDf3SVPnl3,rock,0.634,0.833,9,-5.117,0,0.0323,0.165,4.63E-05,0.162,0.799,129.587,Foreigner,en,
Como Le Hago,4EwoTmepntGu2fgKsMWHVb,55,6IS6XTdbS9qJZgfjNKgpB8,latin,0.715,0.883,0,-3.958,1,0.0459,0.0211,0,0.35,0.492,99.995,Ezio Oliva,es,
Skylines,4ExbAn6QFTRUxml2SDVUBa,16,21nxmipQe5xtXoHHPaYfnY,pop,0.628,0.84,11,-5.336,1,0.0418,0.00883,3.53E-05,0.14,0.455,95.013,Glades,en,
Rock Of Ages,4eXGF4fOubY0IhWieQ0OoF,43,6BKqPGcrFMy6TczW0R5Vsz,rock,0.706,0.785,11,-7.666,0,0.041,0.00802,0.0319,0.195,0.636,105.893,Def Leppard,en,
Trouble,4exKBPywrjt5lTMhBhpD1G,46,37i9dQZF1DWSTc9FdySHtz,latin,0.744,0.595,9,-6.076,0,0.0782,0.181,5.89E-05,0.148,0.56,94.92,R3HAB,en,
Isle of You,4ezxMulRZWUWA875Ckxf3p,29,2wP2UAYC4Nqb6oUXkMJlAz,r&b,0.571,0.435,7,-9.426,0,0.0573,0.77,0,0.153,0.464,132.352,Christon Gray,en,
Suede,4F07ku5lMBIoybFPStM2j4,63,4425cRh83Uzor4qCRfM9lb,r&b,0.669,0.735,10,-7.264,1,0.329,0.459,0,0.103,0.723,117.284,NxWorries,en,
Mis Muertos,4f0MX5DNAc2qwP1pSI7YHT,51,37i9dQZF1DX3fXJqxGjuEP,latin,0.716,0.658,4,-7.567,1,0.0343,0.325,0,0.268,0.815,111.484,Julieta Venegas,es,
Mother Earth,4f0UiNGZA0ZVaOeKQ52CvY,0,744VClUYfFnZCDPcOUkg5G,pop,0.199,0.347,4,-8.739,1,0.0294,0.127,0,0.123,0.194,175.175,BANKS,en,
My Life,4f1KbnoiixqLu6EEDBwopj,32,76lrxCrKrGDkDDf3SVPnl3,rock,0.728,0.86,2,-6.073,1,0.0351,0.138,2.87E-04,0.0811,0.702,131.057,Billy Joel,en,
Playinwitme (feat. Kehlani),4F1yvJfQ7gJkrcgFJQDjOr,74,6HaCi9bqaiuSZEDfCEmwyo,r&b,0.689,0.584,1,-5.768,0,0.119,0.339,0,0.297,0.676,156.572,KYLE,en,
The Yes Yes Show,4f2N5TmeBDDHjBuuGUgFF7,46,37i9dQZF1DWYDQ8wBxd7xt,rock,0.608,0.94,4,-4.625,0,0.232,0.626,0,0.816,0.601,102.686,Parokya Ni Edgar,tl,
Barracuda,4f2QcB0RYGz70dXGjvpR0w,7,37i9dQZF1DX1lwxXvReaux,rock,0.538,0.908,4,-6.277,0,0.0435,0.00293,0.124,0.123,0.665,137.416,Heart,en,
Te Quiero Amar - Remix,4F3J8TtDGK8wQNk6ggMObb,0,4BmnnqWEQAamNoVjtjrQJP,latin,0.744,0.952,4,-2.406,1,0.0487,0.28,0,0.351,0.964,117.999,Pasabordo,es,
The Beginning,4f3nDjgqXurMryYBSp0TZD,61,2gt9IfM8ASNiDzqg5jKyR5,rock,0.36,0.983,0,-2.352,1,0.101,8.83E-05,0,0.111,0.279,182.058,ONE OK ROCK,en,
I Can Only Imagine (feat. Chris Brown & Lil Wayne),4f3uZW3Wc1uO2cN4WJs5nu,55,2UsEj2GUukV0GLbsE3rldz,pop,0.67,0.939,9,-2.06,1,0.0427,0.0463,1.10E-06,0.335,0.264,127.946,David Guetta,en,
Be Like You - Dante Klein RMX,4F47yMP9WPb2MMvOUxNHKB,24,0cuHKz65ZPqBX1brG8djlg,pop,0.597,0.715,7,-6.184,0,0.127,0.0226,0,0.224,0.506,95.134,CVBZ,en,
Ojitos Chiquitos,4f49sFQko7jHLEFd3tCf5p,68,31hG19URdBvLEpQWKFYfdD,latin,0.801,0.839,1,-3.267,0,0.24,0.0206,7.65E-05,0.0946,0.792,170.011,Don Omar,es,
Rock The Bells,4F4neui0edP1ozygvFiCi7,51,0VVH2Nzj6kBVGK3WIUQMAw,rap,0.896,0.517,6,-12.813,0,0.143,0.00596,0.364,0.124,0.285,98.472,LL Cool J,en,
Por Ti,4F66xJ0gHiqSoI2JoY5AzP,18,3VfscqF7zq65IGKiYM3FS0,pop,0.738,0.823,2,-7.24,1,0.0317,0.0541,0.00125,0.221,0.886,112.057,Morbo,es,
Piggy Bank,4f6EmVhrIZpKr4cRyCi3Jk,0,2e0d7otcM1oyecfi3zZPWk,rap,0.569,0.855,10,-4.118,0,0.285,0.0123,0,0.332,0.866,86.021,50 Cent,en,
Ready (feat. Gunna),4F6yN5FsFW10Ucx7cLCzBh,64,0UXwwVDipbBQeEX7h4YuKU,r&b,0.793,0.395,1,-5.578,1,0.385,0.277,1.40E-05,0.109,0.129,77.027,Lil Baby,en,
Giovane Fuoriclasse,4f7xpneUOcob0RoRyae6ax,0,2hTs6GuPwhmg4ApNqxWXLE,latin,0.555,0.702,1,-5.002,1,0.26,0.518,0,0.086,0.0883,133.036,Capo Plaza,it,
Knast Oder Tod (remix feat. Dardan),4f8AcONRDFSTj0eanWITR1,32,5GA8GDo7RQC3JEanT81B3g,rap,0.856,0.652,9,-6.924,0,0.234,0.601,7.76E-05,0.138,0.408,141.08,Nate57,de,
BOSS,4F8V44j8cbjHnXjfW2HruU,54,37i9dQZF1DWTDafB3skWPN,r&b,0.813,0.488,11,-7.737,0,0.257,0.187,1.32E-04,0.231,0.688,139.983,The Carters,en,
Follow You (feat. Danyka Nadeau),4f93Mp50HQQDGdfCc1xIri,0,5QaPRbVgbEcCc9jC1UxgD1,edm,0.584,0.565,8,-5.95,1,0.0722,0.0261,0.00157,0.11,0.283,127.965,Au5,en,
Lonely No More,4faFAhOflLzhfJECveRwva,56,0jilq2XZP9F2fwzp2k6iXK,rock,0.551,0.896,9,-3.152,0,0.109,0.033,0,0.0899,0.858,171.79,Rob Thomas,en,
I Got Eyes (feat. TILI),4fagZbabdRFs9rcrKceIQg,48,2SRbIs0eBQwHeTP7kErjwo,latin,0.712,0.818,4,-5.452,0,0.0435,0.0655,0,0.132,0.808,105.039,John De Sohn,en,
Conteo - Fast And The Furious: Tokyo Drift Version,4faQPCxOllqodjw02kmRAu,40,2rg9LCyvaMQvnCE2hVndpR,latin,0.824,0.645,7,-7.314,0,0.214,0.221,0,0.281,0.322,93,Don Omar,es,
Take Me,4fb7LB7OOaKcahftS4k9lD,1,78RRvktrPMSqAoCI21mNOe,r&b,0.7,0.423,0,-7.149,1,0.0306,0.0292,0.0291,0.0825,0.429,86.289,Teedra Moses,en,
Holocene,4fbvXwMTXPWaFyaMWUm9CR,70,37i9dQZF1DWTHM4kX49UKs,pop,0.375,0.304,1,-14.52,1,0.0302,0.943,0.303,0.126,0.147,147.989,Bon Iver,en,
Think About You - Galantis Remix,4fC6tDEFmSBBCRBUOPeQ8b,63,37i9dQZF1DX6pH08wMhkaI,pop,0.621,0.898,10,-4.569,1,0.0401,0.0976,1.08E-05,0.404,0.332,124.018,Kygo,en,
Safety (feat. DJ Snake) - Dark Heart 2am Mix,4fDBElPGDqZQ3rJorZTm2w,58,37i9dQZF1DXcZDD7cfEKhW,pop,0.714,0.801,5,-5.8,0,0.0301,0.0204,0.00615,0.334,0.292,124.015,GASHI,en,
Ode To Billie Joe,4FdDorlbJTVHcH3djLbIfn,54,1uKFRCQYci8kVgMy3xzTVH,rock,0.637,0.189,7,-10.726,1,0.0471,0.721,0,0.0939,0.695,120.142,Bobbie Gentry,en,
Black Betty,4FFKYMQcqGIKLp4pJRdkbm,2,1uKFRCQYci8kVgMy3xzTVH,rock,0.44,0.834,11,-9.709,0,0.102,9.98E-04,0.00826,0.133,0.783,117.763,Ram Jam,en,
Travelling in the Summer,4FfxTYuivKhlcHsA5HKLE2,51,37i9dQZF1DXbtuVQL4zoey,latin,0.459,0.289,10,-12.606,0,0.258,0.861,0.0218,0.122,0.455,74.831,Kavv,NA,
Slow Ride - Live Version,4fG5viBmXibOWwN119zORo,18,6TeyryiZ2UEf3CbLXyztFA,rock,0.324,0.897,5,-10.134,1,0.0788,2.00E-04,0.158,0.963,0.39,115.168,Foghat,en,
For You,4fgQMbN9r8d9V2exSTsLFs,51,07zF8MjQPsiYUXiAIGZ5TA,r&b,0.633,0.42,4,-11.784,1,0.0352,0.737,0,0.0727,0.482,137.693,Kenny Lattimore,en,
Don't Look Back,4Fhlg7UFKHbvBZgsHu6K89,47,21nxmipQe5xtXoHHPaYfnY,pop,0.736,0.421,0,-9.469,0,0.05,0.396,0.00262,0.0875,0.496,75.013,PREP,en,
Roni,4FHThyT81RGEPRW5ZTL00K,40,3ykXidKLz1eYPvuGoFlD1e,r&b,0.706,0.681,9,-12.543,1,0.0391,0.0137,2.84E-05,0.0777,0.887,147.297,Bobby Brown,en,
Mr. Ferrari,4FI61LWcjeKuaG52jcuAOK,54,5WNUX6jisX0NRlVDTm6RDd,r&b,0.77,0.792,3,-2.931,0,0.175,0.0698,0,0.0981,0.182,100.075,GASHI,en,
Shed a Tear,4fIjxAZjZLcJNygHWsFrLl,28,28Ke4pXWqF2A5b2GfQ1pQt,rap,0.821,0.778,9,-8.538,0,0.278,0.0194,0,0.181,0.322,90.017,Delinquent Habits,en,
It Girl,4fINc8dnfcz7AdhFYVA4i7,71,1kEczIkZH8IgaWT2BiApxZ,pop,0.668,0.718,1,-4.736,0,0.0605,0.0165,0,0.104,0.345,91.993,Jason Derulo,en,
You The Boss,4FIUGSvwYUNiacopdF94Cf,0,68y3WoFJMMKDHUIpqCnoM3,rap,0.716,0.686,11,-6.555,1,0.145,0.00728,0,0.145,0.532,141.043,Rick Ross,en,
Te Quemaste,4fj7e6Tc48Bmomwyz2Z2XC,83,37DFLy7lqF3qiR99Ss2ZGR,rap,0.729,0.773,0,-2.486,1,0.131,0.611,0.00106,0.287,0.718,176.053,Manuel Turizo,es,
It's Love (feat. Matthew Young),4fjAzdzjWfavu7U7iUXpx6,58,6mMk6QCzEgT3QGaCV1R4S5,edm,0.637,0.631,7,-6.132,1,0.0783,0.141,1.39E-06,0.0901,0.425,99.197,Cosmo's Midnight,en,
