track_name,track_id,track_artist,playlist_id,track_popularity,loudness,instrumentalness,key,speechiness,acousticness,danceability,liveness,tempo,energy,valence,emotion
Never Tired,7HNiUkrlU7nJeVi2YCq8ZX,Yung Skii,1Z1gW89x4MSBjkvVjGg7DQ,0,-8.021,6.00E-04,8,0.0366,0.329,0.636,0.136,159.825,0.535,0.197,
Death & Taxes,7HnkUNPrhRurdGEm9nRYFH,Daniel Caesar,3q3M4VCymcMoxJ3Tl7mRqN,61,-11.132,9.34E-05,7,0.0351,0.803,0.448,0.347,113.941,0.328,0.209,
Down By The River,7HNpXPaTcX5CoNBjTAEWBr,Milky Chance,3uFyGoayrP71xS6T6Y8Bh2,57,-7.955,6.21E-05,9,0.0485,0.753,0.688,0.109,114.03,0.697,0.46,
Breathe - Syris Remix,7hnsQzlqEfgo65WRttm3ZF,Mako,7CEEEMKV41x0RlFCXWdvKF,3,-6.217,0,5,0.0851,0.00703,0.504,0.232,139.473,0.661,0.305,
My Nigga,7hpGGPTNTgdmyjtudEmLfX,YG,2e0d7otcM1oyecfi3zZPWk,48,-6.58,0,10,0.224,0.0756,0.665,0.176,171.255,0.475,0.785,
Maniac,7hpJ9tATWb2vztlq99hERP,Conan Gray,5TDtuKDbOhrfW7C58XnriZ,85,-5.438,0,8,0.04,0.00122,0.623,0.354,107.987,0.647,0.522,
Don't Stop Me Now - 2011 Mix,7hQJA50XrCWABAu5v6QZ4i,Queen,6jAPdgY9XmxC9cgkXAVmVv,75,-5.277,1.91E-04,5,0.16,0.0472,0.563,0.77,156.271,0.865,0.601,
Heavy,7HqoRcDRp7zNjbXAlt3r8b,The Bloody Beetroots,37i9dQZF1DX2VvACCrgjrt,35,-4.588,0.692,0,0.125,0.00355,0.653,0.151,128.987,0.966,0.504,
Weapon of Choice - Chores & Terace Remix,7HQXmaJZclCLRlB2pCcUB5,Fatboy Slim,5CMvAWTlDPdZnkleiTHyyo,28,-6.495,0.153,4,0.102,0.0251,0.663,0.429,110.038,0.846,0.315,
Sweet Home Alabama,7HR024DKw3SnKzCDJp3Bnf,Lynyrd Skynyrd,3Ho3iO0iJykgEQNbjB2sic,3,-11.812,3.57E-04,0,0.0256,0.162,0.598,0.353,97.736,0.606,0.91,
Younger - Kygo Remix,7hrDA2n8BVGLyHra0rBiFd,Seinabo Sey,3pS63EDS40FVGYL41zAcU4,57,-7.938,2.20E-04,5,0.0788,0.13,0.69,0.0815,114.008,0.489,0.645,
Can't You Hear Me Knocking - Remastered,7HRKgCruDphRaLW4wmx8xM,The Rolling Stones,44bkJI1QGkT2O0GYJSsbkp,3,-5.228,0.045,0,0.0396,0.408,0.545,0.16,152.217,0.757,0.714,
Late Night Feelings - Jax Jones Midnight Snack Remix,7hrnaeVvXFAkvQOmjHJglY,Mark Ronson,4SdfG4cPG3skmTiQLozZGh,58,-4.052,0.00723,5,0.113,0.0158,0.697,0.503,124.023,0.928,0.654,
GOLD,7HRv1sYuwgoea1m0JRvChV,BROCKHAMPTON,4425cRh83Uzor4qCRfM9lb,69,-6.947,4.66E-04,11,0.166,0.0716,0.808,0.205,110.036,0.647,0.29,
April Skies,7hs0Q5T9oyYMuGg4EQZenj,The Jesus and Mary Chain,7rPsfDTqiZYIT4PVzQ4c0c,51,-6.869,0.406,3,0.036,0.00417,0.545,0.136,118.515,0.717,0.589,
Bootie in Your Face - No Rock Drop,7HsBPZz9DNjSoknVFsOwAh,Deorro,5GiPRvTccToqwOzkoAcDrY,48,-4.034,0.144,0,0.0791,0.071,0.78,0.154,127,0.938,0.407,
Thrasher,7hsRTk36qhFTSzmBoAZHdI,Gunship,7p30DzTAgW6OhspSXHTI88,39,-7.221,3.04E-04,5,0.0405,0.00233,0.549,0.122,126.017,0.9,0.357,
I'm Not Alright,7Ht0v0LWBCOEjmNQ0iMpNr,Loud Luxury,37i9dQZF1DWZQaaqNMbbXa,55,-3.884,1.29E-06,4,0.0486,0.0812,0.876,0.457,121.991,0.856,0.685,
Run to the Money,7hURFZuy8vSBfvycsD3GD6,D'african,3jPkaExIWXQWklcmmF5180,16,-6.332,0.00154,5,0.0329,0.0163,0.669,0.192,125.035,0.539,0.0834,
On The Floor - Radio Edit,7Hv89f7Dpm5Hce1XkBbjQZ,Jennifer Lopez,3hR2R6szlkwZeGyclTgHcF,16,-6.306,9.00E-04,11,0.0932,0.0953,0.765,0.138,129.998,0.68,0.462,
Good Times Roll,7hVhRCDV100Jq26NGR7adw,The Cars,6gUFdcGzKAHyDXY9TKC6cP,60,-9.456,8.27E-05,4,0.0278,0.0951,0.607,0.125,107.643,0.662,0.629,
"Ponte Puty (feat. Franco ""El Gorila"")",7hvmAHUk63H4JBOQTxUwfx,"Galante ""El Emperador""",2hTs6GuPwhmg4ApNqxWXLE,23,-5.957,4.97E-06,6,0.0861,0.181,0.739,0.188,178.076,0.865,0.827,
All Four Walls - Graves Remix,7HvO8vqEEy9gQsOhy2XehU,Gorgon City,5aPwKjwNHr6dnCejLcPTVx,31,-6.514,0.0956,5,0.192,0.0774,0.719,0.103,147.932,0.918,0.535,
The Days,7HW01sQy5UOxyezzZg98nd,Avicii,2UsEj2GUukV0GLbsE3rldz,6,-3.215,4.03E-05,0,0.0481,0.0495,0.584,0.141,127.009,0.735,0.557,
50 Sombras de Austin,7hWlUt8L0rNx1Q8RZnUVQz,Arcangel,2kY6lVc5EcVfI5WNKmPQQG,0,-4.949,0,9,0.112,0.287,0.701,0.099,180.067,0.808,0.787,
You Make My Dreams - Remastered,7HX9f8AMBl0vQxAoAzLqhS,Daryl Hall & John Oates,6jAPdgY9XmxC9cgkXAVmVv,66,-9.944,0.137,5,0.0484,0.13,0.749,0.0501,167.084,0.484,0.939,
Bell Bottom Blues - 40th Anniversary Version / 2010 Remastered,7hxnlRuYmF1rU5WO6Obw8I,Derek & The Dominos,1uKFRCQYci8kVgMy3xzTVH,0,-6.162,0.0383,2,0.034,0.587,0.404,0.159,133.135,0.695,0.646,
Se Aloca,7hY8tAAC9j8KFbStmpSamx,Reykon,31hG19URdBvLEpQWKFYfdD,0,-7.825,2.22E-05,6,0.151,0.245,0.857,0.147,98.027,0.693,0.875,
Do You Everynite,7HyOh5NYicEElXbpZCuNvF,Joe Public,3m4z6komWDtKly3Q1FvFmN,7,-7.392,0,11,0.0708,0.0133,0.726,0.0924,107.056,0.802,0.624,
Spicy - with Diplo & Charli XCX,7hzjWGFi2HKUGOXp1LiQ3V,Herve Pagez,4SdfG4cPG3skmTiQLozZGh,59,-4.458,0.00661,8,0.052,0.055,0.822,0.105,109.993,0.825,0.507,
Insomnia,7hzlzoOwCZ4D3Ow5YZK4kj,Daya,10FCW9lj0NdeoYI5VVvVtY,75,-5.095,0,7,0.0611,0.0944,0.754,0.383,123.084,0.653,0.379,
Shake Your Groove Thing,7hzY0LHz8KdEr1PowHhbdu,Peaches & Herb,1S7BckuYIkEazeNKOSM0uA,10,-6.605,0.0143,9,0.0496,0.45,0.867,0.0817,132.57,0.73,0.917,
Been There Done That,7i1nzuzVU0y6XzGdVMJDoI,Dr. Dre,1g3APxk2mLVNU2TuHCPli0,39,-3.918,0,6,0.329,0.00589,0.494,0.0344,86.24,0.724,0.534,
Pastel Con Nutella,7I39nvur6FAThKJDdFfbHc,Ysy A,6ltss0ThreZ3uIMn5mr4Tm,0,-7.01,0,6,0.251,0.261,0.678,0.303,110.49,0.766,0.349,
Kingdom Come,7I4zJamsReVjDMmx8GkH5r,Demi Lovato,0Hr2h94pKN8QAGVAgD6BsD,1,-5.09,0,5,0.0768,0.0276,0.563,0.365,176.029,0.809,0.275,
Helium - Radio Edit,7i51Ls4iZD9NcmPhVpIoKJ,Chris Lake,6jI1gFr6ANFtT8MmTvA2Ux,12,-3.675,4.95E-04,7,0.0375,4.77E-05,0.616,0.329,129.958,0.884,0.624,
Heavydirtysoul,7i9763l5SSfOnqZ35VOcfy,Twenty One Pilots,2bOjjgN1S3Gqd8vSMyafvJ,71,-6.376,0.00111,7,0.0449,0.00397,0.613,0.367,129.989,0.873,0.392,
Falling Back,7iA8BlFVOityG3DGPExJtx,Roosevelt,6nZaTh6K1SwhdELFTmA99C,54,-3.467,0.81,7,0.0355,5.79E-04,0.552,0.107,114.981,0.93,0.625,
"Shaitan Ka Saala (From ""Housefull 4"")",7IAJzec1UxGYmNvbPTHbxx,Sohail Sen,37i9dQZF1DWUxHPh2rEiHr,67,-4.621,2.38E-06,7,0.194,0.284,0.844,0.368,100.008,0.772,0.336,
Lockjaw (feat. Kodak Black),7iaw359G2XT14uTfV9feip,French Montana,1Z1gW89x4MSBjkvVjGg7DQ,63,-3.792,0,5,0.22,0.0411,0.615,0.277,169.912,0.648,0.26,
Space Oddity - 1999 Remaster,7IBfmCrfaR3SLVemWhsucQ,David Bowie,1uKFRCQYci8kVgMy3xzTVH,7,-12.902,1.35E-05,0,0.0324,0.0169,0.31,0.365,136.205,0.423,0.457,
Hopeless Romantic (feat. Swae Lee),7IBSffWIu7P2MC7kMwy2FM,Wiz Khalifa,37i9dQZF1DX48TTZL62Yht,76,-7.379,0,9,0.0587,0.307,0.877,0.0929,127.023,0.477,0.552,
Meant to Be (feat. Florida Georgia Line),7iDa6hUg2VgEL1o1HjmfBn,Bebe Rexha,0SqaMfNsngZCpPw0UuelA7,81,-6.458,0,10,0.0856,0.047,0.643,0.083,154.084,0.783,0.579,
All Over,7IDKIfRltN07TdsdTVtRHh,CRUISR,7nHgmv7uyIA1KHj6qTttjH,54,-5.166,0,2,0.053,0.00836,0.552,0.0551,158.036,0.931,0.666,
Lights Go Down (Radio Mix) [feat. Curtains],7iEFN1AkZ4ovr0f6iY1dzf,The Jane Doze,0o5gKmuET7F3lQnpFxvPO8,30,-5.182,1.45E-05,0,0.0319,0.0509,0.659,0.202,128.028,0.727,0.3,
Latin Thugs (feat. Tego CalderÃ³n),7iEHCU1oYlqg3PloCa9uXW,Cypress Hill,28Ke4pXWqF2A5b2GfQ1pQt,42,-5.13,2.44E-05,6,0.304,0.0608,0.66,0.216,92.974,0.839,0.711,
Misery - Acoustic Version,7ieV1TBSMyf5sFiPh9X2ai,Maroon 5,5NTm3injIRkUMROsZr3C2O,51,-7.544,0,6,0.0385,0.24,0.729,0.111,97.002,0.591,0.42,
Bringin' On The Heartbreak,7iEVmnzJr1V7duYKPWplzp,Def Leppard,6BKqPGcrFMy6TczW0R5Vsz,55,-9.036,0,9,0.0324,0.0366,0.329,0.18,78.217,0.676,0.529,
Yin Yang,7iFWN1OoPT89G6q51jPEg1,Jarabe De Palo,4BmnnqWEQAamNoVjtjrQJP,40,-4.929,7.16E-04,0,0.057,0.0751,0.703,0.0425,99.182,0.936,0.828,
Now I Feel Ya,7IfywdSxY0okFji12beS6Y,Scarface,2NMW1nwQYSVlXd26uLenX6,27,-14.231,0.0482,9,0.271,0.179,0.784,0.4,78.908,0.419,0.548,
Se Eu Escapar - Ao Vivo,7iGi2GMQZEZ2OCSiIu5aAi,Maiara & Maraisa,37i9dQZF1DX07X8UDWKEwP,60,-4.636,0,1,0.0527,0.572,0.797,0.281,128,0.665,0.921,
All Right Now,7IhkWF9zpiYKlU7CxHxYT9,Free,1bMYfBHYBCRHY5LGkjlpSy,22,-13.079,7.04E-04,2,0.0867,0.25,0.766,0.318,119.774,0.446,0.743,
Fire Alarm,7IhXIYTj3JnqoyXWut3jFF,Castlecomer,1pZWCY50kMUhshcESknir8,52,-4.574,0.0203,9,0.0503,1.51E-04,0.513,0.303,145.01,0.924,0.52,
The Kids Aren't Alright,7IjdIp3WlQtEnN2BXjr7ov,The Offspring,55ybnG2z8rpTIerRfnCsw6,2,-4.197,4.97E-05,1,0.0335,0.00599,0.52,0.0495,99.603,0.945,0.807,
El Doctorado,7IKIOZ5xbzdFGQ2y7Tu0Wq,Tony Dize,6IS6XTdbS9qJZgfjNKgpB8,0,-6.299,0,10,0.0383,0.0555,0.724,0.306,120.011,0.765,0.766,
Spilling into You,7ikLp3Ehq6OcdqMYztzbpV,Poppy Ajudha,3q3M4VCymcMoxJ3Tl7mRqN,19,-8.103,2.42E-05,6,0.384,0.432,0.689,0.381,130.993,0.529,0.558,
Kids in Love,7iko4woUrA2MbenSv2UaM7,Mayday Parade,1YgWQAs1s77NzieIH4ARKn,45,-2.726,0,3,0.0583,9.17E-04,0.512,0.308,135.027,0.963,0.72,
Everything's Gonna Be Alright,7ikrFGfSscvwV42tZKUl29,Mike Mains & The Branches,7Ic1UwucK3ozdycPBIPVSR,35,-4.729,7.12E-06,5,0.0357,0.0427,0.683,0.0945,109.997,0.813,0.723,
In Da Club,7iL6o9tox1zgHpKUfh9vuC,50 Cent,5DyJsJZOpMJh34WvUrQzMV,77,-2.752,0,6,0.366,0.255,0.899,0.0708,90.051,0.713,0.777,
Anything Goes,7iLeu3HnJt7hkxfrqO55V4,Guns N' Roses,37i9dQZF1DX74DnfGTwugU,4,-7.281,0.294,1,0.062,0.0338,0.366,0.297,152.181,0.971,0.285,
Don't Check On Me (feat. Justin Bieber & Ink),7ILEWkpfdK6AjH2D7jppWk,Chris Brown,4I6rTSxqKl1LRvES2O9owQ,68,-5.242,0,7,0.0333,0.873,0.66,0.112,81.997,0.395,0.678,
Won't Get Fooled Again - Original Album Version,7iLGljK0LNpGamQQEOuCRC,The Who,1bMYfBHYBCRHY5LGkjlpSy,15,-6.231,0.27,2,0.0566,0.301,0.686,0.0807,135.027,0.92,0.225,
Gracefully Broken,7ILH9xthuxo4i4bTXpwDcZ,Tasha Cobbs Leonard,0pItJZBDZFvgAOdFnSITnJ,50,-7.216,0,10,0.035,0.0994,0.259,0.292,78.096,0.436,0.152,
Mata Montana,7ILNaXjTXNJAksRhMhvthz,Mata,37i9dQZF1DWY3UKS6jvnxr,64,-15.149,1.44E-05,1,0.482,0.346,0.731,0.0666,156.11,0.413,0.734,
Alps,7ilOQyCyjY35pjorODPbpT,Motorama,0QN4FeJQ1mpCygRg9r2JIK,44,-5.314,0.0171,9,0.0415,0.056,0.417,0.107,136.269,0.882,0.259,
Vamo a Busal,7Ilr05RcpAJHeT489zG0fS,Jowell & Randy,2hTs6GuPwhmg4ApNqxWXLE,20,-3.325,0,2,0.162,0.015,0.626,0.309,88.411,0.865,0.695,
Shopping (feat. Kesi & Stepz),7IlYDWKUtjuQ1xPf6KAzWc,Benny Jamz,37i9dQZF1DXdhDukKQ88Cc,57,-7.626,1.05E-05,11,0.186,0.26,0.809,0.0716,140.036,0.632,0.519,
BAD!,7IMGshuSNOXHgmboboPpIH,R3HAB,0FCHg9zJMNNiOokh3hVcxd,59,-5.95,7.79E-05,8,0.0608,0.309,0.701,0.153,125.068,0.816,0.316,
Let It Be - Remastered 2009,7iN1s7xHE4ifF5povM6A48,The Beatles,2bOjjgN1S3Gqd8vSMyafvJ,79,-8.339,0,0,0.0322,0.631,0.443,0.111,143.462,0.403,0.41,
Dancing Through the Night,7INfYwbvv3gvkknVh7KTwv,Midnght,2oivDYqm1dQK4KbwVJTaf6,33,-7.794,3.28E-04,10,0.0452,0.186,0.671,0.429,104.999,0.666,0.33,
W/As My Girl,7iNGGLUS7x4RA6IM0De2R9,Maxwell,78RRvktrPMSqAoCI21mNOe,36,-10.079,0.00373,4,0.0384,0.12,0.673,0.0794,83.08,0.456,0.32,
Friends (with BloodPopÂ®),7iNIg7XDEaYECfWD5dJ9Va,Justin Bieber,37i9dQZF1DWZQaaqNMbbXa,76,-5.337,0,8,0.0375,0.00402,0.743,0.304,104.977,0.733,0.622,
Abusadora,7IOeiuytwp88XSAU6LqAcV,Wisin & Yandel,0si5tw70PIgPkY1Eva6V8f,0,-4.628,5.27E-04,6,0.055,0.0509,0.78,0.0694,114.949,0.776,0.166,
Modern Jesus,7iOyMOxdOULvXqUqC26spJ,Portugal. The Man,6OaTudLqBEuTyUMPxRNpZc,60,-7.41,7.07E-05,10,0.0305,0.133,0.627,0.216,85.999,0.633,0.763,
Who Cares,7Ipab56QLTyTR54rzQCJLr,EDX,0FCHg9zJMNNiOokh3hVcxd,58,-3.653,1.81E-05,3,0.0572,0.00785,0.766,0.166,123.054,0.878,0.66,
Get A Move On!,7iQ1TjOoYi33BupikScqAa,Mr. Scruff,5M7xLCQTYJL0lbKIrUn3a4,42,-6.817,0.402,7,0.0497,0.0023,0.75,0.476,123.353,0.779,0.702,
Ipagpatawad Mo,7IqUmDJ2GjaOqrzDCXhrV5,Mayonnaise,37i9dQZF1DWYDQ8wBxd7xt,4,-4.95,0,5,0.05,0.0621,0.291,0.0836,145.343,0.755,0.457,
The Optimist,7iQzzNzwTCHNW0NO9EVRCO,Cory Wong,6OaTudLqBEuTyUMPxRNpZc,41,-6.712,0.842,0,0.0338,0.0851,0.677,0.0791,102.997,0.839,0.555,
Take a Bump,7irn6kVaWJuJDFAOzuBtp6,Three 6 Mafia,5wsWBmQgDtKa8CEg7wTEMi,27,-4.463,0,4,0.226,0.206,0.835,0.122,84.003,0.894,0.688,
Calling Me,7IRpfv38ZXa9euHCA3ZKMw,Aquilo,4hKPJNFIhdAg4pAksn78FJ,39,-9.617,0,9,0.0287,0.487,0.576,0.103,119.992,0.399,0.111,
Dearly Departed,7IRQl8neWUlBT7UFcLg6n6,Jelly Roll,4xJULuV0P5PLcMe3xP8Pgj,44,-6.67,0,1,0.109,0.0891,0.803,0.186,115.03,0.653,0.533,
The Way,7IsEXPk6qqt30FfQv4SZMa,Fastball,2ExyzXAbukW7I8bDqdGvPB,62,-5.648,9.67E-06,6,0.0346,0.143,0.646,0.335,120.837,0.882,0.908,
Joker And The Thief,7ISL3LO8AWP3fKIXunvqTa,Wolfmother,44bkJI1QGkT2O0GYJSsbkp,66,-2.741,0.0222,0,0.0517,0.0452,0.264,0.376,155.376,0.78,0.456,
Feel You Now,7IszHUVvLUq9aHzoHFfgrG,The Driver Era,16RNbqnNCCLlBJti7JU5nc,55,-5.192,1.21E-04,7,0.191,0.102,0.535,0.207,180.077,0.724,0.501,
Take Me Home (feat. Bebe Rexha),7iT98FhZ7BAE8xdCxBlw55,Cash Cash,5QaPRbVgbEcCc9jC1UxgD1,51,-2.184,1.23E-06,7,0.214,0.0615,0.571,0.186,127.951,0.903,0.477,
Stone Cold Gentleman - Extended Club Mix,7ITAOjCWbkl2MQcBoPSBzC,Ralph Tresvant,6RLvj5OnEuPzI1P02KwnzK,0,-9.753,5.52E-05,7,0.0452,6.66E-04,0.814,0.0504,105.551,0.771,0.713,
Give It to Em,7itCfKLYBNstSX8yrBWcBh,Akon,3gV6KQYZKIuoWml0094vx6,27,-4.302,0,7,0.134,0.0141,0.61,0.416,157.796,0.75,0.255,
Fade Away (feat. INNA),7IToVuRoN3NP3mJzLe0RXt,Sam Feldt,0cuHKz65ZPqBX1brG8djlg,53,-3.246,0,4,0.0329,0.0314,0.69,0.337,105.06,0.713,0.388,
Stranglehold,7itr4N5bXkAWesPUomCNf7,Ted Nugent,0QUlq0LMDVXSBtbyYLTyZh,56,-7.04,0.16,2,0.0332,0.0146,0.491,0.2,148.002,0.738,0.506,
Good Day,7iTwzSe2fg5xYwCgXXFkEe,Surfaces,16RNbqnNCCLlBJti7JU5nc,69,-12.17,2.73E-05,11,0.0458,0.691,0.936,0.133,124.964,0.353,0.863,
Somebody To Love Remix,7IUl5c6u18rzmyQOblj10T,Justin Bieber,3gV6KQYZKIuoWml0094vx6,54,-4.619,0,5,0.0283,0.00388,0.704,0.16,129.989,0.836,0.553,
All Love,7iv32XEy2HlM7PqQO4lp5f,FLETCHER,69yb02k0ZOmukYaxJXwp76,71,-7.177,2.61E-04,4,0.0866,0.272,0.678,0.181,141.983,0.487,0.48,
Illuminate,7IvHLBFvLKLvgp9ayEGxGl,Afrojack,0o5gKmuET7F3lQnpFxvPO8,0,-4.284,1.53E-05,11,0.0429,0.176,0.588,0.135,128.013,0.83,0.512,
Mamacita (feat. Farruko),7iwhbx1YQcQ675DTj6AmAb,Jason Derulo,7EPbNmUW9nkRplDLSN9te4,68,-3.67,0,11,0.34,0.303,0.593,0.0917,191.772,0.787,0.495,
Burn Out (feat. Dewain Whitmore),7IWTIkiWGWNQyYfOLdMrGD,Martin Garrix,37i9dQZF1DX3PIAZMcbo2T,68,-5.751,0,4,0.0398,0.0156,0.594,0.0667,127.877,0.722,0.407,
Shame On a Nigga,7IwURvEfVcdxUCjLKUu6sv,Wu-Tang Clan,4IG024zoaGMurhTFBkMAv9,60,-10.74,7.44E-06,1,0.36,0.0846,0.889,0.384,100.17,0.466,0.403,
Happiness,7ix1nGNRBkJiKjJNCWjDTp,Wahlstedt,5GiPRvTccToqwOzkoAcDrY,34,-4.235,0.00252,10,0.0353,0.135,0.792,0.0997,126.043,0.856,0.358,
Tourist In Paradise,7IXa9vNBLDwqXnZ6gG7h0r,The Rippingtons,3j2osvmecEao5nmo9jZ5df,33,-6.666,0.844,7,0.0288,0.124,0.605,0.162,114.055,0.79,0.692,
Forgot About Dre,7iXF2W9vKmDoGAhlHdpyIa,Dr. Dre,206vi9Q0p3juAU73flxPsz,71,-1.299,0,8,0.0774,0.0827,0.924,0.163,133.974,0.74,0.621,
Your Love,7iXVkTHMB42Mz9EtI90rzu,Tom Misch,0JmBB9HfrzDiZoPVRdv8ns,50,-9.22,0.00332,5,0.118,0.277,0.861,0.0599,116.038,0.463,0.261,
Seventeen,7iyKbBjb2fmTnTfCjCh7ER,Troye Sivan,222nc9tKxKhfZ2GBrOpwH3,61,-7.25,4.35E-05,4,0.0442,0.165,0.612,0.319,118.913,0.743,0.347,
I'll Be Back,7iymoplUkeIAat6dSn6wrR,Sam Feldt,37i9dQZF1DX0AMssoUKCz7,11,-7.327,4.42E-06,9,0.0326,0.283,0.719,0.133,120.085,0.598,0.503,
"Slime Shit (feat. Yak Gotti, Duke & Peewee Roscoe)",7iynYKl5NWdjM1FXTzs6hw,Young Thug,3jPkaExIWXQWklcmmF5180,50,-7.987,0,8,0.44,0.02,0.896,0.182,132.928,0.423,0.282,
Lola Bunny,7IzbHY75UhGztauT7U5eKb,Lola Indigo,2ji5tRQVfnhaX1w9FhmSzk,69,-1.843,0.00979,9,0.0503,0.193,0.769,0.23,94.987,0.899,0.872,
Believer,7Izh7zLJGw1Nscd62Exxj4,Imagine Dragons,0cuHKz65ZPqBX1brG8djlg,11,-4.311,0,10,0.127,0.0537,0.762,0.126,125.067,0.787,0.691,
Not,7IzJ7EGpIpq2vW3ylVTtMh,Big Thief,37i9dQZF1DWTHM4kX49UKs,62,-6.57,0.00282,11,0.0556,0.101,0.422,0.16,140.423,0.788,0.544,
Nivel,7IzzrvxEKHgdxn3DIAlrfe,Lucho SSJ,37i9dQZF1DWXrVH01e3PIE,59,-10.595,0,4,0.106,0.211,0.719,0.671,150.078,0.564,0.86,
So Much Love (feat. Charly Black & Stevie Appleton),7J0FbNB76UF1rNqTLxN1Ak,Afro Bros,3JcJCsvBnRsA6oc7eUYDSB,41,-2.975,2.09E-05,4,0.229,0.205,0.744,0.189,179.91,0.69,0.348,
What You Need,7j1Q7Xx6Ozn5mUJfrqaSjp,BAYNK,7ENISpOJhocpMJVcGb0qcT,3,-6.137,0.0133,6,0.0702,0.56,0.805,0.124,114.972,0.658,0.305,
Pizza,7j1Y0cl0RqV74Gl0eSvDgS,Statistix,37i9dQZF1DWWQRwui0ExPn,61,-12.099,0.904,11,0.121,0.228,0.842,0.114,79.985,0.29,0.405,
MAYDAY (feat. Sheck Wes & Young Thug),7J2DtwsxdoyrhgNV3Vzmos,CHASE B,37i9dQZF1DX76t638V6CA8,57,-5.812,0,7,0.245,0.0947,0.764,0.112,120.114,0.726,0.36,
Alive,7J2EJ4QMpGUbB2H3SYYYtU,Madden,4NlAd9NpIa92IjErMyAriM,47,-4.587,0,8,0.06,0.0202,0.488,0.1,95.996,0.715,0.361,
No Good,7j2jFc1LlQLNPRwbjrgXuv,Ally Brooke,37i9dQZF1DX4F2k37fMTyn,64,-4.589,0,11,0.0405,0.161,0.684,0.124,119.99,0.773,0.689,
Teenagers,7j31rVgGX9Q2blT92VBEA0,My Chemical Romance,4PjiT7SWnUsTTTvKOuR76f,77,-3.063,0,4,0.0632,0.0506,0.463,0.184,111.647,0.857,0.856,
Limitless (feat. Delaney Jane),7j3HTSCtsbMGDUBwiAP7pw,Adventure Club,3d2JFEbvcx7p2CHkBaQeMZ,0,-4.333,1.09E-05,0,0.0495,0.0773,0.511,0.155,80.01,0.724,0.132,
Everything Is Embarrassing,7j3nbSiaWphYU2cFgyQXd9,Sky Ferreira,21nxmipQe5xtXoHHPaYfnY,49,-5.885,1.17E-06,0,0.0361,0.0606,0.667,0.0418,117.145,0.783,0.564,
U Got It Bad,7J41dYQolQJEtj3UmKLu5r,Usher,0Ar0Ng9DlAWZtSPBvOQgOa,70,-4.551,1.53E-06,1,0.03,0.0227,0.816,0.0733,124.037,0.5,0.649,
Kid A,7J4jNen0x3Y8Gy89aRIzyK,Punch Brothers,37i9dQZF1DX56crgoe4TG3,33,-11.264,0.223,5,0.043,0.81,0.653,0.237,104.667,0.433,0.577,
Midnight Rider,7J4WbEdRTZGJDsSr5AACCw,The Allman Brothers Band,37i9dQZF1DXdOEFt9ZX0dh,15,-18.294,0.0946,7,0.0319,0.515,0.392,0.0892,189.394,0.334,0.621,
HandClap,7j56HrjR9cGzvekvZY3Faz,Fitz and The Tantrums,3d2JFEbvcx7p2CHkBaQeMZ,64,-3.004,1.57E-04,8,0.0427,0.00609,0.636,0.0828,139.956,0.836,0.715,
So Far Away - Nicky Romero Remix,7J7D2Ezp32LxlYuNTZX48n,Martin Garrix,5GiPRvTccToqwOzkoAcDrY,40,-4.89,1.00E-04,6,0.0443,0.0196,0.569,0.0417,125.967,0.493,0.242,
Stand Tall,7j8k8M9korrPWTERMyD7mM,Childish Gambino,48AzM7l4M02DBYd2N3IFLP,1,-13.37,0.00349,2,0.036,0.705,0.42,0.127,88.071,0.247,0.138,
Aire,7ja4eJ7Lr3fkRJsyKd6zlG,Ana Torroja,3VfscqF7zq65IGKiYM3FS0,24,-9.262,0.00254,0,0.0305,0.3,0.476,0.104,150.038,0.388,0.151,
Do What I Gotta Do - Radio Edit,7JaB7Y7WhDjxZGFfXcteYo,Ralph Tresvant,4sji14lrB5bgcr51lPALYH,0,-7.929,5.18E-05,11,0.0391,0.52,0.632,0.164,137.329,0.649,0.545,
Whine Up,7JabxjX6a5GvDDw6zRFscj,Nicky Jam,2kKzN3kRYDzBctlaWs7CP2,46,-6.224,0,9,0.0758,0.0549,0.817,0.103,104.957,0.665,0.662,
Havin Thangs,7jaimA2nEU2Gtzg1WWwXnJ,Big Mike,3R5c1OfJY7Rzl3p28pzGtL,34,-12.62,1.53E-06,11,0.272,0.0316,0.657,0.0461,155.847,0.523,0.512,
Snapping,7JCi89HGiURxFpr6NITY7q,CHUNG HA,37i9dQZF1DX4RDXswvP6Mj,73,-3.499,3.42E-06,8,0.038,0.0706,0.751,0.278,104.914,0.726,0.581,
Safe And Sound - Dzeko And Torresâ€™ Digital Dreamin Remix,7jcpgrFEPvZLEBswLpiSLn,Capital Cities,53Ga3Xt9fumdJfhNNSBvzU,38,-4.964,0.139,1,0.0321,3.37E-04,0.611,0.215,126,0.825,0.323,
feel something,7JDWhC422Gtk1Bq0mL3OTC,Bea Miller,16RNbqnNCCLlBJti7JU5nc,67,-8.914,1.56E-04,0,0.0707,0.242,0.74,0.319,136.029,0.415,0.156,
Bossaura - Remastered,7JDyBLjOijEpNJGXn3F7MN,Kollegah,5GA8GDo7RQC3JEanT81B3g,0,-6.106,0,10,0.331,0.198,0.587,0.167,88.037,0.785,0.33,
Door #1,7Je4aDuchYqv2YWMudH5ZM,LSG,3a9y4eeCJRmG9p4YKfqYIx,40,-6.864,0,2,0.0504,0.242,0.796,0.289,112.213,0.434,0.625,
